Ensembl	Gene_Name	ProbeID	Average_RMA	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes 	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000035964	Tmem59l	1452825_at	10.51	4.6834E-04	1.23	2.8029E-03	1	1	2	protein_coding	8	73007775	transmembrane protein 59-like Gene [Source:MGI Symbol;Acc:MGI:1915187]
ENSMUSG00000007682	Dio2	1418937_at	8.92	4.7241E-04	1.34	2.8254E-03	1	3	4	protein_coding	12	91962994	"deiodinase, iodothyronine, type II Gene [Source:MGI Symbol;Acc:MGI:1338833]"
ENSMUSG00000018909	Arrb1	1460444_at	10.11	4.7515E-04	1.16	2.8363E-03	1	1	2	protein_coding	7	106683976	"arrestin, beta 1 Gene [Source:MGI (curated);Acc:MGI:99473]"
ENSMUSG00000032040	Dcps	1424080_at	7.48	4.7483E-04	0.80	2.8363E-03	1	1	2	protein_coding	9	34931993	"decapping enzyme, scavenger Gene [Source:MGI (curated);Acc:MGI:1916555]"
ENSMUSG00000008763	Man1a2	1434395_at	9.92	4.7522E-04	0.86	2.8363E-03	1	3	4	protein_coding	3	100366131	"mannosidase, alpha, class 1A, member 2 Gene [Source:MGI (curated);Acc:MGI:104676]"
ENSMUSG00000032599	Ip6k2	1428373_at	8.00	4.7687E-04	0.82	2.8442E-03	1	2	4	protein_coding	9	108698325	inositol hexaphosphate kinase 2 Gene [Source:MGI Symbol;Acc:MGI:1923750]
ENSMUSG00000051041	Olfml1	1455663_at	7.35	4.7747E-04	0.62	2.8458E-03	1	1	2	protein_coding	7	114710960	olfactomedin-like 1 Gene [Source:MGI (curated);Acc:MGI:2679264]
ENSMUSG00000029405	G3bp2	1421323_a_at	11.40	4.8048E-04	0.78	2.8617E-03	1	1	2	protein_coding	5	92483540	GTPase activating protein (SH3 domain) binding protein 2 Gene [Source:MGI Symbol;Acc:MGI:2442040]
ENSMUSG00000032470	Mras	1449590_a_at	7.91	4.8462E-04	1.21	2.8844E-03	1	2	1	protein_coding	9	99285841	muscle and microspikes RAS Gene [Source:MGI (curated);Acc:MGI:1100856]
ENSMUSG00000021639	Gtf2h2	1450701_a_at	8.15	4.8634E-04	1.12	2.8927E-03	1	1	2	protein_coding	13	101230173	"general transcription factor II H, polypeptide 2 Gene [Source:MGI (curated);Acc:MGI:1345669]"
ENSMUSG00000022177	Haus4	1451103_at	5.79	4.9126E-04	0.85	2.9200E-03	1	1	2	protein_coding	14	55160624	"HAUS augmin-like complex, subunit 4 Gene [Source:MGI Symbol;Acc:MGI:1261794]"
ENSMUSG00000048279	Sacs	1423010_at	8.58	4.9418E-04	0.87	2.9353E-03	1	2	4	protein_coding	14	61757294	sacsin Gene [Source:MGI (curated);Acc:MGI:1354724]
ENSMUSG00000002963	Pnkp	1416378_at	7.37	4.9470E-04	0.85	2.9364E-03	1	1	2	protein_coding	7	52112509	polynucleotide kinase 3'- phosphatase Gene [Source:MGI (curated);Acc:MGI:1891698]
ENSMUSG00000022961	Son	1455634_at	7.56	4.9526E-04	1.23	2.9377E-03	1	6	4	protein_coding	16	91647751	Son DNA binding protein Gene [Source:MGI (curated);Acc:MGI:98353]
ENSMUSG00000021597	Ankrd32	1423577_at	7.36	4.9807E-04	1.21	2.9524E-03	1	2	1	protein_coding	13	77182349	ankyrin repeat domain 32 Gene [Source:MGI (curated);Acc:MGI:2145448]
ENSMUSG00000034593	Myo5a	1431320_a_at	9.78	4.9876E-04	1.24	2.9544E-03	1	3	1	protein_coding	9	74918822	myosin VA Gene [Source:MGI (curated);Acc:MGI:105976]
ENSMUSG00000025420	Katnal2	1429663_at	5.66	4.9979E-04	1.20	2.9585E-03	1	2	4	protein_coding	18	77215887	katanin p60 subunit A-like 2 Gene [Source:MGI (curated);Acc:MGI:1924234]
ENSMUSG00000058402	Zfp420	1437212_at	7.25	5.0146E-04	1.23	2.9663E-03	1	2	4	protein_coding	7	30644998	zinc finger protein 420 Gene [Source:MGI (curated);Acc:MGI:2444666]
ENSMUSG00000027552	E2f5	1417444_at	7.51	5.1139E-04	1.16	3.0230E-03	1	1	2	protein_coding	3	14578671	E2F transcription factor 5 Gene [Source:MGI Symbol;Acc:MGI:105091]
ENSMUSG00000030609	Aen	1450506_a_at	6.83	5.1543E-04	1.15	3.0449E-03	1	1	2	protein_coding	7	86040740	apoptosis enhancing nuclease Gene [Source:MGI (curated);Acc:MGI:1915298]
ENSMUSG00000001687	Ubl3	1423461_a_at	11.11	5.1688E-04	1.12	3.0514E-03	1	1	2	protein_coding	5	149316239	ubiquitin-like 3 Gene [Source:MGI Symbol;Acc:MGI:1344373]
ENSMUSG00000022469	Rapgef3	1438590_at	5.99	5.1754E-04	0.72	3.0532E-03	1	4	4	protein_coding	15	97575384	Rap guanine nucleotide exchange factor (GEF) 3 Gene [Source:MGI (curated);Acc:MGI:2441741]
ENSMUSG00000043289	4930486G11Rik	1437935_at	5.69	5.1976E-04	1.30	3.0642E-03	1	1	2	protein_coding	9	81757277	RIKEN cDNA 4930486G11 gene Gene [Source:MGI Symbol;Acc:MGI:1922283]
ENSMUSG00000041341	Atg2b	1424702_a_at	7.65	5.2128E-04	1.25	3.0709E-03	1	2	4	protein_coding	12	106851749	ATG2 autophagy related 2 homolog B (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1923809]
ENSMUSG00000033454	Zbtb1	1438110_at	6.28	5.2161E-04	1.21	3.0709E-03	1	2	4	protein_coding	12	77471253	zinc finger and BTB domain containing 1 Gene [Source:MGI (curated);Acc:MGI:2442326]
ENSMUSG00000051154	Commd3	1433539_at	9.97	5.2474E-04	1.17	3.0872E-03	1	2	4	protein_coding	2	18594050	COMM domain containing 3 Gene [Source:MGI (curated);Acc:MGI:88218]
ENSMUSG00000038416	Cdc16	1425554_a_at	9.78	5.2611E-04	0.91	3.0932E-03	1	1	2	protein_coding	8	13757676	CDC16 cell division cycle 16 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1917207]
ENSMUSG00000050891	Tatdn1	1458679_a_at	8.16	5.3094E-04	0.84	3.1195E-03	1	2	4	protein_coding	15	58721708	TatD DNase domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:1916944]
ENSMUSG00000034032	Rpap1	1426891_at	7.39	5.3131E-04	0.86	3.1195E-03	1	4	3	protein_coding	2	119589040	RNA polymerase II associated protein 1 Gene [Source:MGI (curated);Acc:MGI:1916175]
ENSMUSG00000031323	Dmrtc1a	1429573_at	8.12	5.3459E-04	1.18	3.1363E-03	1	1	2	protein_coding	X	100098555	DMRT-like family C1a Gene [Source:MGI (curated);Acc:MGI:1918137]
ENSMUSG00000024065	Ehd3	1417235_at	9.15	5.3489E-04	1.20	3.1363E-03	1	2	4	protein_coding	17	74154181	EH-domain containing 3 Gene [Source:MGI (curated);Acc:MGI:1928900]
ENSMUSG00000027963	Extl2	1422539_at	10.33	5.3610E-04	1.14	3.1413E-03	1	2	4	protein_coding	3	115710380	exostoses (multiple)-like 2 Gene [Source:MGI (curated);Acc:MGI:1889574]
ENSMUSG00000054720	Lrrc8c	1455398_at	9.08	5.4120E-04	1.11	3.1690E-03	1	2	1	protein_coding	5	105948407	"leucine rich repeat containing 8 family, member C Gene [Source:MGI (curated);Acc:MGI:2140839]"
ENSMUSG00000036112	Metap2	1436531_at	7.37	5.4272E-04	0.80	3.1758E-03	1	2	1	protein_coding	10	93321234	methionine aminopeptidase 2 Gene [Source:MGI Symbol;Acc:MGI:1929701]
ENSMUSG00000020108	Ddit4	1428306_at	9.14	5.4613E-04	1.22	3.1936E-03	1	1	2	protein_coding	10	59412423	DNA-damage-inducible transcript 4 Gene [Source:MGI Symbol;Acc:MGI:1921997]
ENSMUSG00000063406	Tmed5	1424573_at	8.73	5.5236E-04	1.22	3.2279E-03	1	2	3	protein_coding	5	108535385	transmembrane emp24 protein transport domain containing 5 Gene [Source:MGI (curated);Acc:MGI:1921586]
ENSMUSG00000024384	Iws1	1453010_at	7.18	5.5348E-04	0.87	3.2322E-03	1	1	2	protein_coding	18	32227393	IWS1 homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1920723]
ENSMUSG00000033352	Map2k4	1426233_at	9.66	5.5581E-04	0.85	3.2425E-03	1	2	4	protein_coding	11	65501745	mitogen-activated protein kinase kinase 4 Gene [Source:MGI (curated);Acc:MGI:1346869]
ENSMUSG00000071267	RP23-50F19.1	1425085_at	6.56	5.5636E-04	1.21	3.2425E-03	1	2	4	protein_coding	17	22063927	Novel zinc finger protein (3110048L19Rik)  [Source:UniProtKB/TrEMBL;Acc:B8JJA7]
ENSMUSG00000072653	Zfp783	1434857_at	6.72	5.5601E-04	0.78	3.2425E-03	1	1	2	protein_coding	6	47893170	zinc finger protein 783 Gene [Source:MGI (curated);Acc:MGI:3040704]
ENSMUSG00000060147	Serpinb6a	1450138_a_at	9.23	5.5793E-04	1.16	3.2469E-03	1	1	2	protein_coding	13	34009796	"serine (or cysteine) peptidase inhibitor, clade B, member 6a Gene [Source:MGI (curated);Acc:MGI:103123]"
ENSMUSG00000030579	Tyrobp	1450792_at	8.27	5.5767E-04	1.26	3.2469E-03	1	1	2	protein_coding	7	31198809	TYRO protein tyrosine kinase binding protein Gene [Source:MGI Symbol;Acc:MGI:1277211]
ENSMUSG00000001930	Vwf	1435386_at	6.16	5.5824E-04	1.29	3.2469E-03	0	1	N/A	protein_coding	6	125496792	Von Willebrand factor homolog Gene [Source:MGI (curated);Acc:MGI:98941]
ENSMUSG00000035898	Uba6	1428944_at	8.22	5.6085E-04	0.74	3.2577E-03	1	3	4	protein_coding	5	86539745	ubiquitin-like modifier activating enzyme 6 Gene [Source:MGI (curated);Acc:MGI:1913894]
ENSMUSG00000022708	Zbtb20	1437065_at	9.15	5.6055E-04	0.79	3.2577E-03	1	8	4	protein_coding	16	42875994	zinc finger and BTB domain containing 20 Gene [Source:MGI (curated);Acc:MGI:1929213]
ENSMUSG00000032262	Elovl4	1451308_at	8.02	5.6502E-04	1.16	3.2797E-03	1	2	3	protein_coding	9	83673141	"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 Gene [Source:MGI Symbol;Acc:MGI:1933331]"
ENSMUSG00000019467	D10Ertd610e	1426855_at	8.16	5.6561E-04	0.79	3.2810E-03	1	1	2	protein_coding	10	126619585	Guanine nucleotide exchange factor GEFT (RhoA/Rac/Cdc42 guanine nucleotide exchange factor GEFT)(Rac/Cdc42/Rho exchange factor GEFT)(p63RhoGEF) [Source:UniProtKB/Swiss-Prot;Acc:Q9CWR0]
ENSMUSG00000034154	Ino80	1418125_at	7.76	5.6866E-04	1.12	3.2965E-03	1	2	4	protein_coding	2	119198778	INO80 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1915392]
ENSMUSG00000028398	3110001D03Rik	1423317_at	9.93	5.7233E-04	1.16	3.3155E-03	1	1	2	protein_coding	4	74923258	RIKEN cDNA 3110001D03 gene Gene [Source:MGI Symbol;Acc:MGI:1914178]
ENSMUSG00000032356	Rasgrf1	1424734_at	7.89	5.7310E-04	1.22	3.3174E-03	1	2	4	protein_coding	9	89804613	RAS protein-specific guanine nucleotide-releasing factor 1 Gene [Source:MGI Symbol;Acc:MGI:99694]
ENSMUSG00000036281	Snapc4	1441795_at	6.01	5.7342E-04	0.75	3.3174E-03	1	2	1	protein_coding	2	26218285	"small nuclear RNA activating complex, polypeptide 4 Gene [Source:MGI (curated);Acc:MGI:2443935]"
ENSMUSG00000038174	Fam126b	1436229_at	8.40	5.7397E-04	1.53	3.3184E-03	1	4	4	protein_coding	1	58579650	"family with sequence similarity 126, member B Gene [Source:MGI Symbol;Acc:MGI:1098784]"
ENSMUSG00000021696	Elovl7	1424097_at	8.37	5.7616E-04	0.60	3.3288E-03	1	3	4	protein_coding	13	109004625	"ELOVL family member 7, elongation of long chain fatty acids (yeast) Gene [Source:MGI Symbol;Acc:MGI:1921809]"
ENSMUSG00000038342	Mlxip	1426979_at	7.76	5.7763E-04	0.87	3.3351E-03	1	1	2	protein_coding	5	123844807	MLX interacting protein Gene [Source:MGI (curated);Acc:MGI:2141183]
ENSMUSG00000041468	Gpr12	1457702_at	7.20	5.8248E-04	1.31	3.3608E-03	1	2	4	protein_coding	5	147393727	G-protein coupled receptor 12 Gene [Source:MGI Symbol;Acc:MGI:101909]
ENSMUSG00000030091	Nup210	1417585_at	8.46	5.8530E-04	1.15	3.3749E-03	1	1	2	protein_coding	6	90963062	nucleoporin 210 Gene [Source:MGI (curated);Acc:MGI:1859555]
ENSMUSG00000023852	Chd1	1420990_at	7.07	5.8589E-04	0.86	3.3761E-03	1	1	2	protein_coding	17	15842254	chromodomain helicase DNA binding protein 1 Gene [Source:MGI Symbol;Acc:MGI:88393]
ENSMUSG00000045382	Cxcr4	1448710_at	5.11	5.8715E-04	0.70	3.3811E-03	1	1	2	protein_coding	1	130484776	chemokine (C-X-C motif) receptor 4 Gene [Source:MGI (curated);Acc:MGI:109563]
ENSMUSG00000005897	Nr2c1	1418605_at	6.93	5.9148E-04	1.14	3.4038E-03	1	3	4	protein_coding	10	93610768	"nuclear receptor subfamily 2, group C, member 1 Gene [Source:MGI (curated);Acc:MGI:1352465]"
ENSMUSG00000025921	Rdh10	1460632_at	6.14	5.9508E-04	0.84	3.4222E-03	1	2	4	protein_coding	1	16095855	retinol dehydrogenase 10 (all-trans) Gene [Source:MGI (curated);Acc:MGI:1924238]
ENSMUSG00000050812	AI314180	1436185_at	8.44	5.9764E-04	1.16	3.4329E-03	1	4	4	protein_coding	4	58811783	Proteasome-associated protein ECM29 homolog (Ecm29) [Source:UniProtKB/Swiss-Prot;Acc:Q6PDI5]
ENSMUSG00000071369	Map3k5	1439830_at	8.61	5.9805E-04	0.84	3.4329E-03	1	2	4	protein_coding	10	19654278	mitogen-activated protein kinase kinase kinase 5 Gene [Source:MGI (curated);Acc:MGI:1346876]
ENSMUSG00000029439	Sfrs8	1438674_a_at	8.01	5.9812E-04	0.82	3.4329E-03	1	4	4	protein_coding	5	130007106	"splicing factor, arginine/serine-rich 8 Gene [Source:MGI Symbol;Acc:MGI:101760]"
ENSMUSG00000018411	Mapt	1424719_a_at	10.92	6.0320E-04	1.12	3.4597E-03	1	4	4	protein_coding	11	104092704	microtubule-associated protein tau Gene [Source:MGI (curated);Acc:MGI:97180]
ENSMUSG00000042506	Usp22	1437151_at	11.38	6.0489E-04	0.90	3.4671E-03	1	2	4	protein_coding	11	60965287	ubiquitin specific peptidase 22 Gene [Source:MGI (curated);Acc:MGI:2144157]
ENSMUSG00000028149	Rap1gds1	1425266_a_at	11.15	6.0684E-04	1.22	3.4760E-03	1	1	2	protein_coding	3	138588870	"RAP1, GTP-GDP dissociation stimulator 1 Gene [Source:MGI Symbol;Acc:MGI:2385189]"
ENSMUSG00000039834	Zfp335	1453039_at	7.43	6.0764E-04	0.88	3.4783E-03	1	1	2	protein_coding	2	164717382	zinc finger protein 335 Gene [Source:MGI (curated);Acc:MGI:2682313]
ENSMUSG00000017417	Plxdc1	1424902_at	7.85	6.0966E-04	1.20	3.4876E-03	1	1	2	protein_coding	11	97784552	plexin domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1919574]
ENSMUSG00000036046	5031439G07Rik	1435745_at	9.91	6.1026E-04	1.25	3.4887E-03	1	2	4	protein_coding	15	84774366	RIKEN cDNA 5031439G07 gene Gene [Source:MGI Symbol;Acc:MGI:2444899]
ENSMUSG00000046546	Fam43a	1426734_at	7.28	6.1122E-04	1.22	3.4919E-03	1	1	2	protein_coding	16	30599809	"family with sequence similarity 43, member A Gene [Source:MGI (curated);Acc:MGI:2676309]"
ENSMUSG00000026249	Serpine2	1416666_at	11.82	6.1207E-04	1.14	3.4944E-03	1	1	2	protein_coding	1	79790772	"serine (or cysteine) peptidase inhibitor, clade E, member 2 Gene [Source:MGI (curated);Acc:MGI:101780]"
ENSMUSG00000040181	Fmo1	1417429_at	7.75	6.1376E-04	0.84	3.5018E-03	1	1	2	protein_coding	1	164759692	flavin containing monooxygenase 1 Gene [Source:MGI (curated);Acc:MGI:1310002]
ENSMUSG00000040433	Zbtb38	1434687_at	7.72	6.1715E-04	0.83	3.5188E-03	1	2	1	protein_coding	9	96583182	zinc finger and BTB domain containing 38 Gene [Source:MGI (curated);Acc:MGI:2442866]
ENSMUSG00000032262	Elovl4	1424306_at	8.96	6.2168E-04	0.79	3.5423E-03	1	2	3	protein_coding	9	83673141	"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 Gene [Source:MGI Symbol;Acc:MGI:1933331]"
ENSMUSG00000055817	Mta3	1421402_at	7.68	6.2441E-04	0.83	3.5555E-03	1	2	4	protein_coding	17	84105503	metastasis associated 3 Gene [Source:MGI (curated);Acc:MGI:2151172]
ENSMUSG00000029501	Ankle2	1453017_at	7.79	6.2606E-04	0.79	3.5606E-03	1	3	4	protein_coding	5	110660060	ankyrin repeat and LEM domain containing 2 Gene [Source:MGI Symbol;Acc:MGI:1261856]
ENSMUSG00000028960	Ube4b	1448410_at	9.14	6.2613E-04	1.13	3.5606E-03	1	2	4	protein_coding	4	148702525	"ubiquitination factor E4B, UFD2 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1927086]"
ENSMUSG00000040387	Klhl32	1458375_at	8.40	6.2720E-04	0.84	3.5644E-03	1	2	4	protein_coding	4	24539701	kelch-like 32 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:3612790]
ENSMUSG00000024515	Smad4	1422486_a_at	10.52	6.2768E-04	1.15	3.5648E-03	1	3	4	protein_coding	18	73798663	MAD homolog 4 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:894293]
ENSMUSG00000032332	Col12a1	1434411_at	5.19	6.2895E-04	1.30	3.5697E-03	1	1	2	protein_coding	9	79446798	"collagen, type XII, alpha 1 Gene [Source:MGI (curated);Acc:MGI:88448]"
ENSMUSG00000031538	Plat	1415806_at	8.86	6.2957E-04	1.22	3.5708E-03	1	1	2	protein_coding	8	23868226	"plasminogen activator, tissue Gene [Source:MGI Symbol;Acc:MGI:97610]"
ENSMUSG00000028883	Sema3a	1449865_at	6.17	6.3372E-04	1.30	3.5920E-03	1	2	1	protein_coding	5	13396784	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A Gene [Source:MGI (curated);Acc:MGI:107558]"
ENSMUSG00000028124	Gclm	1418627_at	9.22	6.3552E-04	1.16	3.5999E-03	1	2	4	protein_coding	3	121948475	"glutamate-cysteine ligase, modifier subunit Gene [Source:MGI (curated);Acc:MGI:104995]"
ENSMUSG00000001524	Gtf2h4	1448585_at	7.73	6.3681E-04	1.19	3.6048E-03	1	2	4	protein_coding	17	35804683	"general transcription factor II H, polypeptide 4 Gene [Source:MGI (curated);Acc:MGI:1338799]"
ENSMUSG00000027955	Fam198b	1429637_at	6.65	6.4538E-04	0.67	3.6510E-03	1	2	1	protein_coding	3	79688455	"family with sequence similarity 198, member B Gene [Source:MGI Symbol;Acc:MGI:1915909]"
ENSMUSG00000001248	Gramd1a	1416708_a_at	9.16	6.4596E-04	0.86	3.6519E-03	1	1	2	protein_coding	7	31915146	GRAM domain containing 1A Gene [Source:MGI Symbol;Acc:MGI:105490]
ENSMUSG00000001998	Ap4e1	1456948_at	7.36	6.4896E-04	1.21	3.6664E-03	1	2	4	protein_coding	2	126834453	"adaptor-related protein complex AP-4, epsilon 1 Gene [Source:MGI (curated);Acc:MGI:1336993]"
ENSMUSG00000006127	Inpp5k	1416195_at	9.05	6.5289E-04	0.88	3.6863E-03	1	2	4	protein_coding	11	75444490	inositol polyphosphate 5-phosphatase K Gene [Source:MGI (curated);Acc:MGI:1194899]
ENSMUSG00000021556	Golm1	1415698_at	8.39	6.5539E-04	0.81	3.6979E-03	1	1	2	protein_coding	13	59736357	golgi membrane protein 1 Gene [Source:MGI Symbol;Acc:MGI:1917329]
ENSMUSG00000018583	G3bp1	1455060_at	7.10	6.6453E-04	1.15	3.7447E-03	1	1	2	protein_coding	11	55283187	Ras-GTPase-activating protein SH3-domain binding protein 1 Gene [Source:MGI (curated);Acc:MGI:1351465]
ENSMUSG00000048490	Nrip1	1454295_at	7.24	6.6439E-04	0.76	3.7447E-03	1	5	5	protein_coding	16	76287645	nuclear receptor interacting protein 1 Gene [Source:MGI (curated);Acc:MGI:1315213]
ENSMUSG00000029729	Zkscan1	1439908_at	5.47	6.6981E-04	0.84	3.7719E-03	1	5	1	protein_coding	5	138526312	zinc finger with KRAB and SCAN domains 1 Gene [Source:MGI (curated);Acc:MGI:1921820]
ENSMUSG00000037685	Atp8a1	1423597_at	10.17	6.7123E-04	1.23	3.7775E-03	0	4	N/A	protein_coding	5	68009379	"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 Gene [Source:MGI (curated);Acc:MGI:1330848]"
ENSMUSG00000079109	Pms2	1423539_at	7.68	6.7342E-04	0.83	3.7856E-03	1	3	4	protein_coding	5	144670833	postmeiotic segregation increased 2 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:104288]
ENSMUSG00000018326	Ywhab	1420878_a_at	10.79	6.7355E-04	0.82	3.7856E-03	1	3	4	protein_coding	2	163820696	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide Gene [Source:MGI (curated);Acc:MGI:1891917]"
ENSMUSG00000033845	Mrpl15	1425189_a_at	9.00	6.7468E-04	1.19	3.7896E-03	1	2	4	protein_coding	1	4763287	mitochondrial ribosomal protein L15 Gene [Source:MGI (curated);Acc:MGI:1351639]
ENSMUSG00000004945	5730437N04Rik	1424045_at	9.21	6.7525E-04	0.78	3.7903E-03	1	1	2	protein_coding	17	5411305	RIKEN cDNA 5730437N04 gene Gene [Source:MGI Symbol;Acc:MGI:1917794]
ENSMUSG00000009075	Cabp7	1436141_at	8.13	6.8259E-04	0.64	3.8290E-03	1	1	2	protein_coding	11	4636895	calcium binding protein 7 Gene [Source:MGI (curated);Acc:MGI:2183437]
ENSMUSG00000024242	Map4k3	1426759_at	10.16	6.8333E-04	0.88	3.8307E-03	1	1	2	protein_coding	17	80979852	mitogen-activated protein kinase kinase kinase kinase 3 Gene [Source:MGI Symbol;Acc:MGI:2154405]
ENSMUSG00000052997	Uba2	1416280_at	10.89	6.8822E-04	1.10	3.8556E-03	0	3	N/A	protein_coding	7	34925708	ubiquitin-like modifier activating enzyme 2 Gene [Source:MGI (curated);Acc:MGI:1858313]
ENSMUSG00000027285	Haus2	1430577_at	8.13	6.8977E-04	1.25	3.8618E-03	1	3	1	protein_coding	2	120435119	"HAUS augmin-like complex, subunit 2 Gene [Source:MGI (curated);Acc:MGI:1913546]"
ENSMUSG00000020160	Meis1	1450992_a_at	6.91	6.9556E-04	1.26	3.8917E-03	1	2	4	protein_coding	11	18780433	Meis homeobox 1 Gene [Source:MGI (curated);Acc:MGI:104717]
ENSMUSG00000030619	Eed	1448653_at	8.55	6.9703E-04	0.91	3.8961E-03	1	1	2	protein_coding	7	97103166	embryonic ectoderm development Gene [Source:MGI (curated);Acc:MGI:95286]
ENSMUSG00000027550	Lrrcc1	1429129_at	6.59	6.9724E-04	0.77	3.8961E-03	1	1	2	protein_coding	3	14533788	leucine rich repeat and coiled-coil domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:1918960]
ENSMUSG00000024539	Ptpn2	1417140_a_at	7.88	6.9833E-04	0.87	3.8997E-03	1	4	3	protein_coding	18	67825165	"protein tyrosine phosphatase, non-receptor type 2 Gene [Source:MGI (curated);Acc:MGI:97806]"
ENSMUSG00000038538	Ubn2	1436632_at	8.96	7.0113E-04	0.89	3.9128E-03	1	2	4	protein_coding	6	38383950	ubinuclein 2 Gene [Source:MGI (curated);Acc:MGI:2444236]
ENSMUSG00000028293	Slc35a1	1417538_at	8.65	7.0221E-04	0.86	3.9163E-03	1	2	4	protein_coding	4	34610506	"solute carrier family 35 (CMP-sialic acid transporter), member 1 Gene [Source:MGI (curated);Acc:MGI:1345622]"
ENSMUSG00000027864	Ptgfrn	1434891_at	7.58	7.0598E-04	0.86	3.9348E-03	1	1	2	protein_coding	3	100844155	prostaglandin F2 receptor negative regulator Gene [Source:MGI (curated);Acc:MGI:1277114]
ENSMUSG00000070730	Fam82a2	1452704_at	9.04	7.1150E-04	0.87	3.9630E-03	1	2	1	protein_coding	2	118962737	"family with sequence similarity 82, member A2 Gene [Source:MGI (curated);Acc:MGI:1915059]"
ENSMUSG00000030413	Pglyrp1	1449184_at	6.11	7.1196E-04	1.24	3.9631E-03	1	1	2	protein_coding	7	19470057	peptidoglycan recognition protein 1 Gene [Source:MGI Symbol;Acc:MGI:1345092]
ENSMUSG00000039831	Arhgap29	1454745_at	8.14	7.1509E-04	1.23	3.9779E-03	1	1	2	protein_coding	3	121656147	Rho GTPase activating protein 29 Gene [Source:MGI (curated);Acc:MGI:2443818]
ENSMUSG00000054237	5730455O13Rik	1435810_at	7.65	7.1617E-04	1.16	3.9814E-03	1	2	1	protein_coding	19	38262971	RIKEN cDNA 5730455O13 gene Gene [Source:MGI Symbol;Acc:MGI:1917817]
ENSMUSG00000031767	Nudt7	1431302_a_at	6.87	7.1712E-04	1.50	3.9841E-03	1	1	2	protein_coding	8	116657457	nudix (nucleoside diphosphate linked moiety X)-type motif 7 Gene [Source:MGI (curated);Acc:MGI:1914778]
ENSMUSG00000022204	Ngdn	1428226_at	8.54	7.1952E-04	0.86	3.9949E-03	1	1	2	protein_coding	14	55634362	"neuroguidin, EIF4E binding protein Gene [Source:MGI Symbol;Acc:MGI:1916216]"
ENSMUSG00000029513	Prkab1	1424119_at	7.70	7.2526E-04	0.87	4.0242E-03	1	1	2	protein_coding	5	116463595	"protein kinase, AMP-activated, beta 1 non-catalytic subunit Gene [Source:MGI (curated);Acc:MGI:1336167]"
ENSMUSG00000020385	Clk4	1427663_a_at	8.58	7.2755E-04	1.21	4.0343E-03	0	2	N/A	protein_coding	11	51075232	CDC like kinase 4 Gene [Source:MGI (curated);Acc:MGI:1098551]
ENSMUSG00000074247	Dda1	1434281_at	9.69	7.2953E-04	1.13	4.0427E-03	1	1	2	protein_coding	8	73993098	DET1 and DDB1 associated 1 Gene [Source:MGI (curated);Acc:MGI:1913748]
ENSMUSG00000073705	Apitd1	1453067_at	5.66	7.3028E-04	0.85	4.0443E-03	1	1	2	protein_coding	4	148501230	"apoptosis-inducing, TAF9-like domain 1 Gene [Source:MGI (curated);Acc:MGI:1917178]"
ENSMUSG00000089778	AL929249.1	1460519_a_at	8.21	7.3326E-04	1.17	4.0582E-03	1	1	2	protein_coding	2	69717147	Putative uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q3UZW4]
ENSMUSG00000060681	Slc9a6	1435008_at	10.89	7.3692E-04	0.88	4.0759E-03	1	2	4	protein_coding	X	53862934	"solute carrier family 9 (sodium/hydrogen exchanger), member 6 Gene [Source:MGI (curated);Acc:MGI:2443511]"
